chemin,fichier,type,label,format,anomalie
factures/erronees/cas5_fournisseur_egal_client_03.pdf,cas5_fournisseur_egal_client_03.pdf,factures,errone,pdf,fournisseur_egal_client
factures/erronees/cas5_fournisseur_egal_client_04.pdf,cas5_fournisseur_egal_client_04.pdf,factures,errone,pdf,fournisseur_egal_client
factures/erronees/cas5_fournisseur_egal_client_05.pdf,cas5_fournisseur_egal_client_05.pdf,factures,errone,pdf,fournisseur_egal_client
factures/erronees/cas5_fournisseur_egal_client_06.pdf,cas5_fournisseur_egal_client_06.pdf,factures,errone,pdf,fournisseur_egal_client
factures/erronees/cas5_fournisseur_egal_client_07.pdf,cas5_fournisseur_egal_client_07.pdf,factures,errone,pdf,fournisseur_egal_client
factures/erronees/cas5_fournisseur_egal_client_08.pdf,cas5_fournisseur_egal_client_08.pdf,factures,errone,pdf,fournisseur_egal_client
factures/erronees/cas5_fournisseur_egal_client_09.pdf,cas5_fournisseur_egal_client_09.pdf,factures,errone,pdf,fournisseur_egal_client
factures/erronees/cas5_fournisseur_egal_client_10.pdf,cas5_fournisseur_egal_client_10.pdf,factures,errone,pdf,fournisseur_egal_client
factures/scans/facture_0001_moyen_scan.jpg,facture_0001_moyen_scan.jpg,factures,valide,scan,
factures/scans/facture_0002_moyen_scan.jpg,facture_0002_moyen_scan.jpg,factures,valide,scan,
factures/scans/facture_0003_severe_scan.jpg,facture_0003_severe_scan.jpg,factures,valide,scan,
factures/scans/facture_0004_leger_scan.jpg,facture_0004_leger_scan.jpg,factures,valide,scan,
factures/scans/facture_0005_moyen_scan.jpg,facture_0005_moyen_scan.jpg,factures,valide,scan,
factures/scans/facture_0006_leger_scan.jpg,facture_0006_leger_scan.jpg,factures,valide,scan,
factures/scans/facture_0007_leger_scan.jpg,facture_0007_leger_scan.jpg,factures,valide,scan,
factures/scans/facture_0008_moyen_scan.jpg,facture_0008_moyen_scan.jpg,factures,valide,scan,
factures/scans/facture_0009_severe_scan.jpg,facture_0009_severe_scan.jpg,factures,valide,scan,
factures/scans/facture_0010_moyen_scan.jpg,facture_0010_moyen_scan.jpg,factures,valide,scan,
factures/scans/facture_0011_severe_scan.jpg,facture_0011_severe_scan.jpg,factures,valide,scan,
factures/scans/facture_0012_leger_scan.jpg,facture_0012_leger_scan.jpg,factures,valide,scan,
factures/scans/facture_0013_moyen_scan.jpg,facture_0013_moyen_scan.jpg,factures,valide,scan,
factures/scans/facture_0014_moyen_scan.jpg,facture_0014_moyen_scan.jpg,factures,valide,scan,
factures/scans/facture_0015_severe_scan.jpg,facture_0015_severe_scan.jpg,factures,valide,scan,
factures/scans/facture_0016_leger_scan.jpg,facture_0016_leger_scan.jpg,factures,valide,scan,
factures/scans/facture_0017_moyen_scan.jpg,facture_0017_moyen_scan.jpg,factures,valide,scan,
factures/scans/facture_0018_moyen_scan.jpg,facture_0018_moyen_scan.jpg,factures,valide,scan,
factures/scans/facture_0019_moyen_scan.jpg,facture_0019_moyen_scan.jpg,factures,valide,scan,
factures/scans/facture_0020_leger_scan.jpg,facture_0020_leger_scan.jpg,factures,valide,scan,
factures/scans/facture_0021_leger_scan.jpg,facture_0021_leger_scan.jpg,factures,valide,scan,
factures/scans/facture_0022_moyen_scan.jpg,facture_0022_moyen_scan.jpg,factures,valide,scan,
factures/scans/facture_0023_severe_scan.jpg,facture_0023_severe_scan.jpg,factures,valide,scan,
factures/scans/facture_0024_moyen_scan.jpg,facture_0024_moyen_scan.jpg,factures,valide,scan,
factures/scans/facture_0025_leger_scan.jpg,facture_0025_leger_scan.jpg,factures,valide,scan,
factures/scans/facture_0026_severe_scan.jpg,facture_0026_severe_scan.jpg,factures,valide,scan,
factures/scans/facture_0027_severe_scan.jpg,facture_0027_severe_scan.jpg,factures,valide,scan,
factures/scans/facture_0028_moyen_scan.jpg,facture_0028_moyen_scan.jpg,factures,valide,scan,
factures/scans/facture_0029_leger_scan.jpg,facture_0029_leger_scan.jpg,factures,valide,scan,
factures/scans/facture_0030_moyen_scan.jpg,facture_0030_moyen_scan.jpg,factures,valide,scan,
factures/scans/facture_0031_moyen_scan.jpg,facture_0031_moyen_scan.jpg,factures,valide,scan,
factures/scans/facture_0032_moyen_scan.jpg,facture_0032_moyen_scan.jpg,factures,valide,scan,
factures/scans/facture_0033_leger_scan.jpg,facture_0033_leger_scan.jpg,factures,valide,scan,
factures/scans/facture_0034_moyen_scan.jpg,facture_0034_moyen_scan.jpg,factures,valide,scan,
factures/scans/facture_0035_severe_scan.jpg,facture_0035_severe_scan.jpg,factures,valide,scan,
factures/scans/facture_0036_moyen_scan.jpg,facture_0036_moyen_scan.jpg,factures,valide,scan,
factures/scans/facture_0037_severe_scan.jpg,facture_0037_severe_scan.jpg,factures,valide,scan,
factures/scans/facture_0038_leger_scan.jpg,facture_0038_leger_scan.jpg,factures,valide,scan,
factures/scans/facture_0039_leger_scan.jpg,facture_0039_leger_scan.jpg,factures,valide,scan,
factures/scans/facture_0040_leger_scan.jpg,facture_0040_leger_scan.jpg,factures,valide,scan,
factures/scans/facture_0041_moyen_scan.jpg,facture_0041_moyen_scan.jpg,factures,valide,scan,
factures/scans/facture_0042_leger_scan.jpg,facture_0042_leger_scan.jpg,factures,valide,scan,
factures/scans/facture_0043_leger_scan.jpg,facture_0043_leger_scan.jpg,factures,valide,scan,
factures/scans/facture_0044_leger_scan.jpg,facture_0044_leger_scan.jpg,factures,valide,scan,
factures/scans/facture_0045_moyen_scan.jpg,facture_0045_moyen_scan.jpg,factures,valide,scan,
factures/scans/facture_0046_severe_scan.jpg,facture_0046_severe_scan.jpg,factures,valide,scan,
factures/scans/facture_0047_leger_scan.jpg,facture_0047_leger_scan.jpg,factures,valide,scan,
factures/scans/facture_0048_severe_scan.jpg,facture_0048_severe_scan.jpg,factures,valide,scan,
factures/scans/facture_0049_severe_scan.jpg,facture_0049_severe_scan.jpg,factures,valide,scan,
factures/scans/facture_0050_severe_scan.jpg,facture_0050_severe_scan.jpg,factures,valide,scan,
factures/scans_erronees/cas1_tva_incoherente_01_moyen_scan.jpg,cas1_tva_incoherente_01_moyen_scan.jpg,factures,errone,scan,
factures/scans_erronees/cas1_tva_incoherente_02_severe_scan.jpg,cas1_tva_incoherente_02_severe_scan.jpg,factures,errone,scan,
factures/scans_erronees/cas1_tva_incoherente_03_moyen_scan.jpg,cas1_tva_incoherente_03_moyen_scan.jpg,factures,errone,scan,
factures/scans_erronees/cas1_tva_incoherente_04_severe_scan.jpg,cas1_tva_incoherente_04_severe_scan.jpg,factures,errone,scan,
factures/scans_erronees/cas1_tva_incoherente_05_severe_scan.jpg,cas1_tva_incoherente_05_severe_scan.jpg,factures,errone,scan,
factures/scans_erronees/cas1_tva_incoherente_06_severe_scan.jpg,cas1_tva_incoherente_06_severe_scan.jpg,factures,errone,scan,
factures/scans_erronees/cas1_tva_incoherente_07_moyen_scan.jpg,cas1_tva_incoherente_07_moyen_scan.jpg,factures,errone,scan,
factures/scans_erronees/cas1_tva_incoherente_08_severe_scan.jpg,cas1_tva_incoherente_08_severe_scan.jpg,factures,errone,scan,
factures/scans_erronees/cas1_tva_incoherente_09_moyen_scan.jpg,cas1_tva_incoherente_09_moyen_scan.jpg,factures,errone,scan,
factures/scans_erronees/cas1_tva_incoherente_10_severe_scan.jpg,cas1_tva_incoherente_10_severe_scan.jpg,factures,errone,scan,
factures/scans_erronees/cas2_totaux_incoherents_01_moyen_scan.jpg,cas2_totaux_incoherents_01_moyen_scan.jpg,factures,errone,scan,
factures/scans_erronees/cas2_totaux_incoherents_02_moyen_scan.jpg,cas2_totaux_incoherents_02_moyen_scan.jpg,factures,errone,scan,
factures/scans_erronees/cas2_totaux_incoherents_03_severe_scan.jpg,cas2_totaux_incoherents_03_severe_scan.jpg,factures,errone,scan,
factures/scans_erronees/cas2_totaux_incoherents_04_severe_scan.jpg,cas2_totaux_incoherents_04_severe_scan.jpg,factures,errone,scan,
factures/scans_erronees/cas2_totaux_incoherents_05_severe_scan.jpg,cas2_totaux_incoherents_05_severe_scan.jpg,factures,errone,scan,
factures/scans_erronees/cas2_totaux_incoherents_06_moyen_scan.jpg,cas2_totaux_incoherents_06_moyen_scan.jpg,factures,errone,scan,
factures/scans_erronees/cas2_totaux_incoherents_07_moyen_scan.jpg,cas2_totaux_incoherents_07_moyen_scan.jpg,factures,errone,scan,
factures/scans_erronees/cas2_totaux_incoherents_08_severe_scan.jpg,cas2_totaux_incoherents_08_severe_scan.jpg,factures,errone,scan,
factures/scans_erronees/cas2_totaux_incoherents_09_severe_scan.jpg,cas2_totaux_incoherents_09_severe_scan.jpg,factures,errone,scan,
factures/scans_erronees/cas2_totaux_incoherents_10_moyen_scan.jpg,cas2_totaux_incoherents_10_moyen_scan.jpg,factures,errone,scan,
factures/scans_erronees/cas3_numero_manquant_01_severe_scan.jpg,cas3_numero_manquant_01_severe_scan.jpg,factures,errone,scan,
factures/scans_erronees/cas3_numero_manquant_02_severe_scan.jpg,cas3_numero_manquant_02_severe_scan.jpg,factures,errone,scan,
factures/scans_erronees/cas3_numero_manquant_03_moyen_scan.jpg,cas3_numero_manquant_03_moyen_scan.jpg,factures,errone,scan,
factures/scans_erronees/cas3_numero_manquant_04_leger_scan.jpg,cas3_numero_manquant_04_leger_scan.jpg,factures,errone,scan,
factures/scans_erronees/cas3_numero_manquant_05_severe_scan.jpg,cas3_numero_manquant_05_severe_scan.jpg,factures,errone,scan,
factures/scans_erronees/cas3_numero_manquant_06_leger_scan.jpg,cas3_numero_manquant_06_leger_scan.jpg,factures,errone,scan,
factures/scans_erronees/cas3_numero_manquant_07_leger_scan.jpg,cas3_numero_manquant_07_leger_scan.jpg,factures,errone,scan,
factures/scans_erronees/cas3_numero_manquant_08_leger_scan.jpg,cas3_numero_manquant_08_leger_scan.jpg,factures,errone,scan,
factures/scans_erronees/cas3_numero_manquant_09_leger_scan.jpg,cas3_numero_manquant_09_leger_scan.jpg,factures,errone,scan,
factures/scans_erronees/cas3_numero_manquant_10_moyen_scan.jpg,cas3_numero_manquant_10_moyen_scan.jpg,factures,errone,scan,
factures/scans_erronees/cas4_remise_illogique_01_leger_scan.jpg,cas4_remise_illogique_01_leger_scan.jpg,factures,errone,scan,
factures/scans_erronees/cas4_remise_illogique_02_leger_scan.jpg,cas4_remise_illogique_02_leger_scan.jpg,factures,errone,scan,
factures/scans_erronees/cas4_remise_illogique_03_moyen_scan.jpg,cas4_remise_illogique_03_moyen_scan.jpg,factures,errone,scan,
factures/scans_erronees/cas4_remise_illogique_04_moyen_scan.jpg,cas4_remise_illogique_04_moyen_scan.jpg,factures,errone,scan,
factures/scans_erronees/cas4_remise_illogique_05_moyen_scan.jpg,cas4_remise_illogique_05_moyen_scan.jpg,factures,errone,scan,
factures/scans_erronees/cas4_remise_illogique_06_moyen_scan.jpg,cas4_remise_illogique_06_moyen_scan.jpg,factures,errone,scan,
factures/scans_erronees/cas4_remise_illogique_07_leger_scan.jpg,cas4_remise_illogique_07_leger_scan.jpg,factures,errone,scan,
factures/scans_erronees/cas4_remise_illogique_08_moyen_scan.jpg,cas4_remise_illogique_08_moyen_scan.jpg,factures,errone,scan,
factures/scans_erronees/cas4_remise_illogique_09_moyen_scan.jpg,cas4_remise_illogique_09_moyen_scan.jpg,factures,errone,scan,
factures/scans_erronees/cas4_remise_illogique_10_leger_scan.jpg,cas4_remise_illogique_10_leger_scan.jpg,factures,errone,scan,
factures/scans_erronees/cas5_fournisseur_egal_client_01_leger_scan.jpg,cas5_fournisseur_egal_client_01_leger_scan.jpg,factures,errone,scan,
factures/scans_erronees/cas5_fournisseur_egal_client_02_moyen_scan.jpg,cas5_fournisseur_egal_client_02_moyen_scan.jpg,factures,errone,scan,
factures/scans_erronees/cas5_fournisseur_egal_client_03_severe_scan.jpg,cas5_fournisseur_egal_client_03_severe_scan.jpg,factures,errone,scan,
factures/scans_erronees/cas5_fournisseur_egal_client_04_severe_scan.jpg,cas5_fournisseur_egal_client_04_severe_scan.jpg,factures,errone,scan,
factures/scans_erronees/cas5_fournisseur_egal_client_05_moyen_scan.jpg,cas5_fournisseur_egal_client_05_moyen_scan.jpg,factures,errone,scan,
factures/scans_erronees/cas5_fournisseur_egal_client_06_moyen_scan.jpg,cas5_fournisseur_egal_client_06_moyen_scan.jpg,factures,errone,scan,
factures/scans_erronees/cas5_fournisseur_egal_client_07_leger_scan.jpg,cas5_fournisseur_egal_client_07_leger_scan.jpg,factures,errone,scan,
factures/scans_erronees/cas5_fournisseur_egal_client_08_moyen_scan.jpg,cas5_fournisseur_egal_client_08_moyen_scan.jpg,factures,errone,scan,
factures/scans_erronees/cas5_fournisseur_egal_client_09_severe_scan.jpg,cas5_fournisseur_egal_client_09_severe_scan.jpg,factures,errone,scan,
factures/scans_erronees/cas5_fournisseur_egal_client_10_moyen_scan.jpg,cas5_fournisseur_egal_client_10_moyen_scan.jpg,factures,errone,scan,
devis/valides/devis_0001.pdf,devis_0001.pdf,devis,valide,pdf,
devis/valides/devis_0002.pdf,devis_0002.pdf,devis,valide,pdf,
devis/valides/devis_0003.pdf,devis_0003.pdf,devis,valide,pdf,
devis/valides/devis_0004.pdf,devis_0004.pdf,devis,valide,pdf,
devis/valides/devis_0005.pdf,devis_0005.pdf,devis,valide,pdf,
devis/valides/devis_0006.pdf,devis_0006.pdf,devis,valide,pdf,
devis/valides/devis_0007.pdf,devis_0007.pdf,devis,valide,pdf,
devis/valides/devis_0008.pdf,devis_0008.pdf,devis,valide,pdf,
devis/valides/devis_0009.pdf,devis_0009.pdf,devis,valide,pdf,
devis/valides/devis_0010.pdf,devis_0010.pdf,devis,valide,pdf,
devis/valides/devis_0011.pdf,devis_0011.pdf,devis,valide,pdf,
devis/valides/devis_0012.pdf,devis_0012.pdf,devis,valide,pdf,
devis/valides/devis_0013.pdf,devis_0013.pdf,devis,valide,pdf,
devis/valides/devis_0014.pdf,devis_0014.pdf,devis,valide,pdf,
devis/valides/devis_0015.pdf,devis_0015.pdf,devis,valide,pdf,
devis/valides/devis_0016.pdf,devis_0016.pdf,devis,valide,pdf,
devis/valides/devis_0017.pdf,devis_0017.pdf,devis,valide,pdf,
devis/valides/devis_0018.pdf,devis_0018.pdf,devis,valide,pdf,
devis/valides/devis_0019.pdf,devis_0019.pdf,devis,valide,pdf,
devis/valides/devis_0020.pdf,devis_0020.pdf,devis,valide,pdf,
devis/valides/devis_0021.pdf,devis_0021.pdf,devis,valide,pdf,
devis/valides/devis_0022.pdf,devis_0022.pdf,devis,valide,pdf,
devis/valides/devis_0023.pdf,devis_0023.pdf,devis,valide,pdf,
devis/valides/devis_0024.pdf,devis_0024.pdf,devis,valide,pdf,
devis/valides/devis_0025.pdf,devis_0025.pdf,devis,valide,pdf,
devis/valides/devis_0026.pdf,devis_0026.pdf,devis,valide,pdf,
devis/valides/devis_0027.pdf,devis_0027.pdf,devis,valide,pdf,
devis/valides/devis_0028.pdf,devis_0028.pdf,devis,valide,pdf,
devis/valides/devis_0029.pdf,devis_0029.pdf,devis,valide,pdf,
devis/valides/devis_0030.pdf,devis_0030.pdf,devis,valide,pdf,
devis/erronees/cas1_validite_expiree_01.pdf,cas1_validite_expiree_01.pdf,devis,errone,pdf,validite_expiree
devis/erronees/cas1_validite_expiree_02.pdf,cas1_validite_expiree_02.pdf,devis,errone,pdf,validite_expiree
devis/erronees/cas1_validite_expiree_03.pdf,cas1_validite_expiree_03.pdf,devis,errone,pdf,validite_expiree
devis/erronees/cas1_validite_expiree_04.pdf,cas1_validite_expiree_04.pdf,devis,errone,pdf,validite_expiree
devis/erronees/cas1_validite_expiree_05.pdf,cas1_validite_expiree_05.pdf,devis,errone,pdf,validite_expiree
devis/erronees/cas1_validite_expiree_06.pdf,cas1_validite_expiree_06.pdf,devis,errone,pdf,validite_expiree
devis/erronees/cas1_validite_expiree_07.pdf,cas1_validite_expiree_07.pdf,devis,errone,pdf,validite_expiree
devis/erronees/cas1_validite_expiree_08.pdf,cas1_validite_expiree_08.pdf,devis,errone,pdf,validite_expiree
devis/erronees/cas1_validite_expiree_09.pdf,cas1_validite_expiree_09.pdf,devis,errone,pdf,validite_expiree
devis/erronees/cas1_validite_expiree_10.pdf,cas1_validite_expiree_10.pdf,devis,errone,pdf,validite_expiree
devis/erronees/cas2_totaux_incoherents_01.pdf,cas2_totaux_incoherents_01.pdf,devis,errone,pdf,totaux_incoherents
devis/erronees/cas2_totaux_incoherents_02.pdf,cas2_totaux_incoherents_02.pdf,devis,errone,pdf,totaux_incoherents
devis/erronees/cas2_totaux_incoherents_03.pdf,cas2_totaux_incoherents_03.pdf,devis,errone,pdf,totaux_incoherents
devis/erronees/cas2_totaux_incoherents_04.pdf,cas2_totaux_incoherents_04.pdf,devis,errone,pdf,totaux_incoherents
devis/erronees/cas2_totaux_incoherents_05.pdf,cas2_totaux_incoherents_05.pdf,devis,errone,pdf,totaux_incoherents
devis/erronees/cas2_totaux_incoherents_06.pdf,cas2_totaux_incoherents_06.pdf,devis,errone,pdf,totaux_incoherents
devis/erronees/cas2_totaux_incoherents_07.pdf,cas2_totaux_incoherents_07.pdf,devis,errone,pdf,totaux_incoherents
devis/erronees/cas2_totaux_incoherents_08.pdf,cas2_totaux_incoherents_08.pdf,devis,errone,pdf,totaux_incoherents
devis/erronees/cas2_totaux_incoherents_09.pdf,cas2_totaux_incoherents_09.pdf,devis,errone,pdf,totaux_incoherents
devis/erronees/cas2_totaux_incoherents_10.pdf,cas2_totaux_incoherents_10.pdf,devis,errone,pdf,totaux_incoherents
devis/erronees/cas3_numero_manquant_01.pdf,cas3_numero_manquant_01.pdf,devis,errone,pdf,numero_manquant
devis/erronees/cas3_numero_manquant_02.pdf,cas3_numero_manquant_02.pdf,devis,errone,pdf,numero_manquant
devis/erronees/cas3_numero_manquant_03.pdf,cas3_numero_manquant_03.pdf,devis,errone,pdf,numero_manquant
devis/erronees/cas3_numero_manquant_04.pdf,cas3_numero_manquant_04.pdf,devis,errone,pdf,numero_manquant
devis/erronees/cas3_numero_manquant_05.pdf,cas3_numero_manquant_05.pdf,devis,errone,pdf,numero_manquant
devis/erronees/cas3_numero_manquant_06.pdf,cas3_numero_manquant_06.pdf,devis,errone,pdf,numero_manquant
devis/erronees/cas3_numero_manquant_07.pdf,cas3_numero_manquant_07.pdf,devis,errone,pdf,numero_manquant
devis/erronees/cas3_numero_manquant_08.pdf,cas3_numero_manquant_08.pdf,devis,errone,pdf,numero_manquant
devis/erronees/cas3_numero_manquant_09.pdf,cas3_numero_manquant_09.pdf,devis,errone,pdf,numero_manquant
devis/erronees/cas3_numero_manquant_10.pdf,cas3_numero_manquant_10.pdf,devis,errone,pdf,numero_manquant
devis/erronees/cas4_remise_illogique_01.pdf,cas4_remise_illogique_01.pdf,devis,errone,pdf,remise_illogique
devis/erronees/cas4_remise_illogique_02.pdf,cas4_remise_illogique_02.pdf,devis,errone,pdf,remise_illogique
